,ra_deg,dec_deg
0,8.536666666666665,-7.364833333333333
1,23.577499999999997,-29.62138888888889
2,28.044999999999995,-16.63136111111111
3,43.98416666666666,-53.072583333333334
4,46.13791666666666,19.547611111111113
5,60.46499999999999,-76.13716666666667
6,73.14208333333333,-17.989805555555556
7,81.48499999999999,11.255277777777778
8,82.21749999999999,22.00111111111111
9,83.63291666666665,22.014444444444443
10,84.12791666666665,-75.73241666666667
11,84.60416666666666,28.285861111111114
12,85.78999999999999,23.484722222222224
13,90.49541666666666,-5.464027777777778
14,93.20249999999999,37.36036111111111
15,93.57124999999998,22.51
16,95.34208333333332,10.044083333333333
17,96.08333333333333,-4.414000000000001
18,96.97333333333333,6.8316944444444445
19,97.27374999999999,24.262027777777778
20,97.70583333333333,-28.57852777777778
21,101.62874999999998,9.097027777777779
22,104.95041666666665,14.239305555555555
23,114.63458333333331,-40.71136111111112
24,115.70416666666667,-28.378805555555555
25,117.70833333333331,-68.74083333333333
26,119.62083333333332,-15.469083333333334
27,122.4325,-47.89863888888889
28,125.10958333333333,-13.848833333333333
29,125.06416666666667,-41.24344444444444
30,125.79041666666663,1.9867777777777778
31,126.71374999999999,26.62325
32,128.8358333333333,-45.17633333333333
33,129.2733333333333,6.170694444444445
34,129.33791666666664,-41.58730555555556
35,130.14083333333332,-53.543194444444445
36,131.525,-35.561305555555556
37,135.18291666666664,-31.74188888888889
38,136.81624999999997,-51.96644444444445
39,137.15874999999997,-17.660444444444444
40,137.14791666666665,-49.218472222222225
41,140.55833333333334,6.639805555555555
42,141.12916666666666,-58.23511111111111
43,145.5658333333333,-55.881194444444446
44,148.28875,7.926583333333333
45,150.40791666666667,-55.11852777777778
46,153.20208333333332,-58.961111111111116
47,153.3825,-59.574083333333334
48,154.3033333333333,-56.35852777777778
49,155.74124999999998,10.031305555555557
50,158.58124999999998,-32.407222222222224
51,160.40041666666664,-19.703777777777777
52,161.86749999999998,-67.16416666666667
53,162.05083333333332,-58.53494444444444
54,164.10625,-62.979888888888894
55,167.50166666666664,-56.62580555555556
56,168.16041666666663,-66.218
57,168.59374999999997,-61.0095
58,169.17916666666665,-41.378861111111114
59,173.46416666666667,-62.847388888888894
60,174.01333333333332,15.851222222222221
61,174.00874999999996,-55.41897222222222
62,176.5320833333333,-60.5165
63,179.3133333333333,-62.41411111111111
64,180.6183333333333,-58.34261111111111
65,182.5245833333333,-55.98441666666667
66,186.09208333333333,-64.13163888888889
67,187.80416666666665,-63.055
68,189.91833333333332,24.897
69,190.82124999999996,-64.38994444444445
70,193.36791666666664,-58.34466666666667
71,195.6983333333333,-63.83572222222222
72,196.34875,-64.92397222222223
73,196.65874999999997,-66.2893888888889
74,201.74249999999998,-58.991416666666666
75,201.51333333333332,-67.01416666666667
76,201.82249999999996,-62.37905555555555
77,201.7808333333333,-63.020916666666665
78,202.02666666666664,-43.962250000000004
79,204.53874999999996,-62.07186111111111
80,205.42749999999998,-62.339083333333335
81,209.21041666666665,-55.35358333333333
82,209.35416666666663,-62.46666666666667
83,209.99249999999998,-60.635555555555555
84,210.4683333333333,-63.96263888888889
85,212.59999999999997,-61.53333333333333
86,217.10916666666665,-55.51394444444445
87,217.66999999999996,-66.38472222222222
88,218.75124999999997,-59.913666666666664
89,223.38624999999996,-64.22097222222223
90,223.77499999999998,-59.38333333333333
91,224.00041666666664,-68.72755555555555
92,228.17916666666662,-57.999944444444445
93,230.67583333333332,-58.48408333333333
94,233.5345833333333,-53.572027777777784
95,234.80791666666667,-56.44038888888888
96,235.87541666666664,-6.345888888888888
97,235.91166666666663,9.48786111111111
98,236.2491666666666,-53.14625
99,237.72541666666666,-54.30669444444444
100,239.25083333333328,-42.97016666666667
101,239.92291666666662,-44.64608333333333
102,240.2208333333333,-50.73913888888889
103,240.57833333333335,-51.00055555555556
104,240.78333333333333,-27.22433333333333
105,240.8983333333333,-72.04241666666667
106,241.09541666666664,-49.16619444444444
107,241.3179166666666,-52.95944444444445
108,241.80041666666665,-0.5446666666666666
109,242.68458333333334,-50.11172222222223
110,243.37083333333325,-47.240500000000004
111,243.54666666666662,-50.80097222222222
112,245.68666666666664,-49.848444444444446
113,246.96874999999997,-59.61536111111111
114,247.65583333333333,-47.55138888888889
115,248.44583333333333,-44.8855
116,248.25041666666664,-50.25225
117,248.78749999999997,-59.91138888888889
118,251.20499999999996,-45.98597222222222
119,251.25833333333327,-3.2995277777777776
120,251.72833333333327,-68.53083333333333
121,252.6133333333333,-16.91111111111111
122,252.95291666666665,-42.76972222222222
123,252.92875,-52.38283333333333
124,252.92166666666662,-52.93
125,255.32708333333332,-37.44027777777777
126,255.37124999999992,-45.56352777777777
127,255.84375,-32.696666666666665
128,256.4,-19.110722222222222
129,256.4262499999999,-34.39586111111111
130,256.3741666666666,-39.849722222222226
131,256.84041666666667,-40.898916666666665
132,256.8145833333333,-47.492916666666666
133,257.24041666666665,-34.44555555555555
134,257.3599999999999,-16.682694444444447
135,257.42791666666665,-44.48561111111111
136,258.92041666666665,-40.57277777777778
137,259.33416666666665,-34.416555555555554
138,259.46750000000003,-41.05472222222222
139,260.1420833333333,-29.5545
140,260.38624999999996,-35.54711111111111
141,260.5120833333333,-32.12925
142,260.5408333333333,-36.548138888888886
143,260.74625,-37.20102777777778
144,260.78125,-36.98719444444445
145,261.87874999999997,-27.650138888888886
146,262.63541666666663,-33.84427777777778
147,262.9254166666666,-47.742916666666666
148,263.35999999999996,-22.47694444444444
149,263.36125,-37.282
150,263.7704166666666,-7.414555555555556
151,264.72541666666666,-32.19822222222222
152,264.8924999999999,-29.050972222222224
153,264.85124999999994,-31.520916666666665
154,265.10791666666665,10.00175
155,265.0304166666666,13.199055555555557
156,265.1408333333333,-30.262083333333333
157,265.27916666666664,-30.275277777777777
158,265.32499999999993,-39.46055555555556
159,265.9024999999999,-31.83936111111111
160,266.4845833333333,-30.673083333333334
161,266.87833333333333,-26.787222222222223
162,267.0725,-13.014444444444445
163,267.3058333333333,-30.043055555555558
164,267.92583333333334,-46.95688888888889
165,268.2441666666666,-28.110361111111114
