,ra_deg,dec_deg
166,268.3775,-25.006944444444443
167,269.24125,-24.592777777777776
168,269.3720833333333,-24.36872222222222
169,270.3325,-23.079055555555556
170,270.445,-29.344055555555553
171,270.96416666666664,-21.618694444444444
172,271.2754166666666,-15.076666666666666
173,271.52791666666667,-11.907972222222222
174,271.5275,-19.33972222222222
175,271.9083333333333,-8.795333333333334
176,272.03916666666663,-8.217166666666667
177,272.02625,-20.968888888888888
178,272.4295833333333,-19.293916666666668
179,273.06583333333333,-17.5605
180,274.27375,-36.301111111111105
181,274.59874999999994,-14.376861111111111
182,274.56083333333333,-15.32861111111111
183,275.21916666666664,-4.460583333333333
184,275.0820833333333,-13.770916666666668
185,275.74541666666664,-22.941944444444445
186,275.54708333333326,-42.15302777777778
187,275.87874999999997,5.840083333333333
188,275.91791666666666,-11.253055555555555
189,275.94458333333324,-31.113805555555558
190,276.0016666666666,-19.76436111111111
191,276.3775,-9.589527777777779
192,276.2620833333333,-14.781444444444446
193,276.5545833333333,-13.579666666666666
194,276.76124999999996,-7.838666666666667
195,276.7725,-9.97863888888889
196,277.07833333333326,-11.030805555555556
197,277.4295833333333,-17.851083333333335
198,278.15416666666664,-8.450999999999999
199,278.4245833333333,-3.651194444444444
200,278.41791666666666,-8.458666666666666
201,278.6066666666666,-4.437722222222223
202,278.98958333333326,-10.334583333333335
203,278.82583333333326,-11.104194444444444
204,279.21541666666667,-4.610444444444444
205,279.2245833333333,-10.135638888888888
206,279.31083333333333,-6.883916666666666
207,280.13875,-8.150916666666667
208,280.21624999999995,-8.674722222222222
209,280.2733333333333,-4.422083333333334
210,280.4829166666666,9.202027777777777
211,280.60999999999996,-3.9999444444444445
212,280.86625,-0.01136111111111111
213,280.8649999999999,-4.991777777777778
214,281.0458333333333,0.5833333333333334
215,281.02125,-5.642805555555555
216,281.2283333333333,14.903916666666667
217,281.39458333333334,-4.574944444444444
218,281.48791666666665,-7.727333333333333
219,281.845,-4.037277777777778
220,282.0979166666666,-1.3995277777777777
221,282.56125,-0.4365555555555556
222,283.1141666666666,0.5338888888888889
223,283.23875,-6.599166666666666
224,283.4933333333333,5.765333333333333
225,284.4316666666666,2.211416666666667
226,284.94166666666666,0.5833333333333334
227,285.19791666666663,-26.012166666666666
228,285.38208333333324,3.5183055555555556
229,285.38416666666666,4.589722222222222
230,285.4708333333333,-9.103
231,285.8745833333333,1.5939722222222223
232,286.0529166666666,0.06811111111111111
233,286.4733333333333,7.155388888888889
234,286.64666666666665,6.6841388888888895
235,286.89416666666665,40.03491666666667
236,287.45249999999993,11.03425
237,287.5375,3.9744444444444444
238,288.4754166666666,-4.679888888888889
239,288.59874999999994,2.329944444444444
240,289.2145833333333,7.8
241,289.41541666666666,13.899138888888888
242,290.2654166666667,19.812416666666667
243,290.43666666666667,21.883944444444445
244,292.2941666666667,13.959972222222222
245,293.05791666666664,10.992333333333333
246,293.9491666666666,16.277749999999997
247,294.255,25.737111111111112
248,295.2516666666666,-26.034916666666668
249,296.7208333333333,18.094777777777775
250,297.10416666666663,35.66972222222222
251,298.59374999999994,29.38811111111111
252,300.6833333333333,40.848305555555555
253,301.2175,31.619444444444444
254,301.56791666666663,-8.117194444444445
255,301.81583333333333,27.37997222222222
256,303.2929166666666,38.762027777777774
257,304.5158333333333,28.665055555555554
258,305.65416666666664,28.906416666666665
259,311.50041666666664,-4.357222222222222
260,311.66374999999994,15.676
261,312.1483333333333,-16.279027777777777
262,313.44624999999996,-72.01172222222222
263,313.88041666666663,36.505944444444445
264,317.085,44.696888888888886
265,326.46,-7.838444444444444
266,329.25749999999994,40.29608333333333
267,346.4929166666666,31.00047222222222
268,348.28583333333324,42.886944444444445
269,352.6116666666666,-20.091555555555555
270,356.7099999999999,-6.1665277777777785
544,27.844583333333333,-6.584111111111111
546,31.504999999999995,-40.46786111111111
549,50.860833333333325,39.74802777777778
551,65.38958333333332,-3.7518333333333334
552,68.96583333333332,27.817138888888888
553,72.17291666666665,-27.829638888888887
554,72.53625,-12.801972222222222
556,74.96624999999999,-2.1685
557,79.32124999999998,22.214416666666665
558,80.15041666666666,-25.88672222222222
567,93.30041666666666,37.52730555555556
570,96.93416666666666,7.103527777777777
573,97.86458333333331,10.617361111111112
575,107.90041666666666,9.523611111111112
576,111.25166666666665,-16.596055555555555
577,112.38458333333331,-18.611861111111114
580,117.45666666666665,-42.795027777777776
581,118.66916666666665,32.53227777777778
588,127.06916666666665,-34.28527777777778
593,130.5220833333333,-48.85577777777778
595,133.91,-33.52758333333333
596,134.4795833333333,-44.40286111111111
597,136.24666666666664,-42.77055555555555
598,136.34958333333333,-45.61472222222223
599,136.46625,-51.46352777777778
604,141.03583333333333,-53.04561111111111
606,143.61791666666664,-52.824222222222225
607,145.42125,-52.73455555555556
609,145.72666666666663,-56.96205555555556
610,145.87541666666664,16.526944444444442
611,145.88458333333332,22.884888888888888
612,146.12041666666664,-13.911555555555555
613,148.07166666666666,-38.652833333333334
615,148.87291666666664,-53.07130555555556
618,154.13,-53.75383333333333
620,154.66791666666666,-16.702805555555553
622,158.02916666666664,-59.166666666666664
625,160.50249999999997,-55.35152777777778
626,161.57833333333335,-58.23105555555556
627,161.7533333333333,-30.538333333333334
630,164.75374999999997,-57.703944444444446
631,166.07166666666663,-61.05105555555555
632,166.99458333333334,-59.78444444444444
635,170.3295833333333,-54.734861111111115
636,170.98125,-62.98630555555555
637,170.96749999999997,-66.86361111111111
638,172.63291666666663,-68.12458333333333
641,174.38333333333333,-67.00916666666667
642,175.42791666666665,-33.37705555555556
643,175.81249999999997,-51.977722222222226
649,186.43249999999998,-55.94530555555555
650,186.42833333333328,-64.14527777777778
651,188.82916666666665,-55.266666666666666
653,189.9958333333333,-68.54102777777777
655,191.70541666666665,22.895333333333333
657,194.26958333333332,-10.451611111111111
658,194.84458333333328,-67.69444444444444
660,197.96916666666667,-12.46711111111111
661,198.3458333333333,9.532222222222224
663,201.63583333333332,-64.14555555555556
667,203.2183333333333,-30.53813888888889
668,203.62541666666664,-58.654583333333335
669,205.00124999999994,-64.94525
673,211.15374999999995,11.987583333333333
674,214.70916666666665,-39.35513888888889
677,220.13041666666663,-63.74655555555556
680,226.9525,-66.68252777777778
681,228.48166666666663,-59.13583333333333
682,231.92041666666663,-55.868611111111115
683,233.04291666666663,27.76372222222222
685,235.68916666666664,-50.56705555555556
689,237.33791666666664,-48.81038888888889
690,238.4983333333333,-54.934999999999995
691,238.88791666666663,-23.686083333333332
692,238.8245833333333,-31.57225
695,239.83874999999995,-55.76111111111111
696,240.08291666666665,-57.854083333333335
699,240.8808333333333,-56.962250000000004
705,243.67041666666665,7.625277777777778
706,243.63,-39.62466666666667
707,243.91833333333332,-55.61680555555556
708,245.6891666666666,-43.54116666666666
709,245.8233333333333,-9.147
710,245.95125,-42.94777777777777
711,248.8570833333333,24.31313888888889
713,249.49458333333328,-45.89091666666667
714,249.8383333333333,-46.07586111111112
718,252.02499999999995,-32.94466666666666
720,252.8820833333333,-17.15611111111111
724,253.24374999999998,-24.06416666666667
725,253.59833333333327,-27.21722222222222
726,255.22041666666664,-33.21291666666667
727,255.9625,-18.771055555555556
729,255.97666666666663,-48.865500000000004
735,257.9791666666667,-15.161027777777779
737,260.2383333333333,-2.206638888888889
738,260.10499999999996,-16.559361111111112
744,263.0833333333333,-19.5025
745,263.2083333333333,-41.480000000000004
752,265.34375,-8.6755
754,265.78374999999994,-3.6531944444444444
755,265.90666666666664,-13.860555555555555
757,266.20166666666665,-23.59861111111111
758,266.28791666666666,-9.877666666666666
762,267.68541666666664,-35.05247222222222
767,269.85041666666666,-22.092499999999998
768,269.9508333333333,-29.36861111111111
769,270.34416666666664,-3.965277777777778
770,270.24999999999994,-24.85763888888889
772,270.8816666666666,-27.201666666666664
775,271.78499999999997,-27.250833333333333
777,273.22124999999994,2.4491944444444447
778,273.30499999999995,40.2275
779,274.1474999999999,-26.83138888888889
784,275.9670833333333,-1.9012777777777776
789,276.31374999999997,0.07213888888888889
791,276.5225,-11.528777777777778
793,277.69791666666663,-10.991083333333332
795,278.16999999999996,-10.359083333333333
797,278.57166666666666,-0.1814722222222222
801,279.38374999999996,-0.7529444444444444
805,281.13916666666665,-4.553444444444445
809,282.2333333333333,6.792138888888889
810,282.1820833333333,8.443305555555556
811,282.16291666666666,-14.238055555555555
812,282.27666666666664,-6.6185833333333335
813,282.6474999999999,13.599527777777778
814,282.805,12.99311111111111
815,283.2475,-26.170194444444444
816,283.6220833333333,10.778333333333334
817,284.0441666666666,1.2225833333333334
818,284.25333333333333,0.9546666666666667
820,285.3924999999999,1.9439444444444445
822,285.4120833333333,7.2763333333333335
824,285.67749999999995,5.940527777777778
825,285.70916666666665,6.275944444444445
828,286.01,10.192944444444445
829,286.13833333333326,-12.400361111111112
830,286.3654166666666,-0.9446944444444445
833,287.02124999999995,5.0151111111111115
834,287.0708333333333,7.5706388888888885
835,287.24458333333325,9.270555555555557
836,287.3966666666666,0.13269444444444445
837,287.4095833333333,2.9140555555555556
839,287.62333333333333,-3.1650277777777776
841,287.57708333333335,7.236611111111111
842,287.55625,12.527833333333334
843,288.19291666666663,10.611555555555555
844,288.18041666666664,21.076055555555556
846,288.35124999999994,14.01463888888889
847,288.8533333333333,7.642055555555555
848,288.75791666666663,7.869222222222223
849,288.8745833333333,10.16211111111111
850,289.1345833333333,9.857194444444444
851,289.2441666666666,13.213888888888889
853,289.43416666666667,22.380222222222223
854,289.5983333333333,14.751666666666667
855,289.96083333333326,0.3610555555555555
856,290.35041666666666,14.321416666666666
859,290.7229166666666,21.178305555555557
860,290.78249999999997,17.102611111111113
861,291.7383333333333,14.582027777777778
862,291.68874999999997,16.809083333333334
863,291.7933333333333,18.869027777777777
864,291.85374999999993,18.943555555555555
865,292.50374999999997,13.26975
867,293.0333333333333,20.34622222222222
868,293.09458333333333,22.347638888888888
869,293.34375,13.080527777777778
873,295.8558333333333,-12.628444444444446
874,296.02166666666665,-17.836388888888887
875,296.36791666666664,-0.6828055555555556
877,296.6033333333333,22.749833333333335
878,296.6908333333333,26.197
879,296.7154166666666,-29.22975
881,297.3558333333333,-25.400277777777777
882,298.24249999999995,32.877916666666664
884,300.5183333333333,32.28841666666666
887,301.43208333333325,-0.33941666666666664
892,307.3491666666667,37.73558333333333
893,309.3641666666666,36.35669444444444
900,318.2679166666666,27.90061111111111
901,319.05708333333325,14.239166666666666
902,326.05,-39.565777777777775
904,328.8066666666667,-31.315194444444444
906,333.0970833333333,29.551555555555556
907,342.1120833333333,-1.0300277777777778
910,349.49083333333334,21.83
913,12.14125,34.202222222222225
914,12.875416666666666,4.380277777777778
915,17.03458333333333,-14.530583333333334
916,23.384999999999998,-69.95822222222222
917,29.229999999999997,39.82472222222223
918,32.99583333333332,-81.99338888888889
919,59.49999999999999,42.1
920,61.978749999999984,16.121222222222222
921,77.49583333333332,38.2
922,85.12833333333333,-71.42538888888889
923,86.61958333333332,24.689166666666665
924,90.19374999999998,-57.94833333333333
925,115.24999999999999,41.06666666666667
926,116.25958333333332,-53.85611111111111
927,123.78625,9.664083333333334
928,134.24708333333334,-61.63147222222222
929,135.635,-63.419999999999995
930,136.045,-74.99522222222222
931,137.39999999999998,-72.20233333333334
932,145.74999999999997,41.15
933,146.53166666666667,9.865277777777777
934,149.85916666666665,-48.16319444444444
935,150.83958333333334,-47.78388888888889
936,151.65249999999997,-63.19477777777777
937,153.14041666666665,-23.639555555555557
938,159.05416666666665,-49.43936111111111
939,164.49541666666664,-52.44894444444444
940,164.36416666666662,-79.24005555555556
941,168.21249999999995,-69.44194444444445
942,169.91999999999996,-79.60841666666666
943,170.81499999999997,-48.73963888888889
944,171.58999999999997,-69.70425
945,175.35666666666665,-31.13127777777778
946,179.08958333333334,-59.153416666666665
947,179.89874999999998,-79.16822222222223
948,189.59624999999997,21.86975
949,190.0733333333333,-41.41436111111111
950,198.01916666666665,-54.044999999999995
951,198.22416666666663,-55.27975
952,200.0525,-35.20722222222223
953,200.22458333333333,-53.985083333333336
954,202.1395833333333,-49.35927777777778
955,203.89999999999998,-36.7
956,207.56708333333333,-51.256861111111114
957,208.99416666666662,-51.89827777777778
958,209.67499999999998,-25.55
959,210.73749999999998,-51.4
960,210.76708333333332,-76.78263888888888
961,215.12124999999997,-54.27305555555555
962,223.44041666666664,19.036694444444446
963,224.4170833333333,-51.38138888888889
964,226.6645833333333,-51.96944444444445
965,226.89208333333332,-43.867555555555555
966,227.70374999999996,-44.368611111111115
967,228.5604166666666,-48.57208333333334
968,231.99541666666664,-39.52638888888889
969,240.77,-25.529805555555555
970,241.12124999999995,-72.05844444444445
971,242.67791666666668,-13.372777777777777
972,243.96999999999997,-29.671111111111113
973,246.29291666666668,-40.805972222222216
974,246.82791666666662,14.322416666666667
975,247.24999999999997,43.983333333333334
976,251.3933333333333,10.204444444444444
977,252.43416666666664,25.551944444444445
978,253.01249999999996,26.861222222222224
979,254.9708333333333,-13.085833333333333
980,256.0616666666666,-60.281666666666666
981,257.01041666666663,-75.6563888888889
982,257.97124999999994,-53.83777777777778
983,260.00541666666663,21.836888888888886
984,262.145,-0.12916666666666668
985,263.69,-2.2108611111111114
986,265.4729166666666,27.969166666666666
987,267.43541666666664,-56.08861111111111
988,268.1475,23.996722222222225
989,269.60749999999996,30.506666666666668
990,269.99999999999994,-23.716666666666665
991,271.29208333333327,3.108388888888889
992,271.9633333333333,7.9453611111111115
993,272.36208333333326,-35.788333333333334
994,272.655,17.743694444444447
995,272.685,-53.63547222222222
996,272.835,7.0415833333333335
997,274.25,-23.183333333333334
998,274.25083333333333,-38.633250000000004
999,274.9841666666666,13.087555555555555
1000,275.30625,17.263055555555557
1001,275.5,41.75
1002,275.57666666666665,7.088611111111111
1003,278.31166666666667,-60.38444444444444
1004,279.6791666666666,16.837777777777777
1005,282.075,-19.87527777777778
1006,282.39416666666665,24.396083333333333
1007,283.6841666666666,-14.357333333333333
1008,284.9345833333333,15.436388888888889
1009,285.10166666666663,-79.86338888888888
1010,285.90791666666667,-6.539416666666667
1011,286.68625,18.90236111111111
1012,287.3275,18.986305555555557
1013,287.98041666666666,17.97936111111111
1014,288.0775,25.417250000000003
1015,288.8295833333333,16.785694444444445
1016,290.1595833333333,26.843999999999998
1017,290.46458333333334,20.055777777777777
1018,290.4833333333333,42.416666666666664
1019,290.5333333333333,20.29925
1020,291.16666666666663,20.6675
1021,291.60166666666663,4.525444444444444
1022,291.7833333333333,22.582583333333332
1023,292.3195833333333,18.749861111111112
1024,293.0254166666667,-36.917249999999996
1025,293.40749999999997,24.611
1026,294.00624999999997,15.61
1027,294.47249999999997,6.835
1028,294.7729166666666,24.715444444444444
1029,295.3845833333333,10.440444444444445
1030,295.49999999999994,43.38333333333333
1031,295.50416666666666,17.724527777777777
1032,296.13249999999994,17.928444444444445
1033,296.775,-42.25
1034,298.0254166666667,14.124833333333333
1035,298.44749999999993,11.8285
1036,298.75,43.833333333333336
1037,300.5,42.71666666666667
1038,301.9920833333333,9.17025
1039,302.1474999999999,25.22508333333333
1040,304.2391666666666,19.79763888888889
1041,304.37041666666664,20.725527777777778
1042,307.6683333333333,22.47272222222222
1043,308.3645833333333,17.58288888888889
1044,309.31041666666664,19.715083333333332
1045,309.7254166666666,-38.26997222222222
1046,310.9312499999999,27.682222222222222
1047,311.4470833333333,9.208083333333333
1048,312.19083333333333,22.91813888888889
1049,313.91291666666666,22.157555555555554
1050,316.5,28.483333333333334
1051,317.1266666666666,-34.49386111111111
1052,321.1937499999999,14.122027777777777
1053,321.87999999999994,-66.80780555555555
1054,327.87041666666664,23.253555555555554
1055,328.81583333333333,28.220027777777776
1056,328.7558333333333,-56.69916666666666
1057,329.09874999999994,26.308444444444444
1058,331.3216666666666,14.742027777777777
1059,331.74999999999994,40.95
1060,333.91499999999996,15.642999999999999
1061,336.87499999999994,30.6
1062,338.7358333333333,21.238555555555557
1063,338.93208333333325,15.11361111111111
1064,343.31041666666664,15.277166666666668
1065,344.2345833333333,-10.409527777777779
1066,346.9216666666666,22.430583333333335
1067,351.11208333333326,-60.901694444444445
1070,280.3254166666666,-5.005416666666667
